year,stage,position,rider,team,time
2025,7,16,RogličPrimož,Red Bull - BORA - hansgrohe,",,0:21"
2025,7,17,RodríguezCristián,Arkéa - B&B Hotels,0:350:35
2025,7,18,MeurisseXandro,Alpecin - Deceuninck,0:490:49
2025,7,19,MasEnric,Movistar Team,0:510:51
2025,7,20,HiguitaSergio,XDS Astana Team,1:011:01
2025,7,21,BerckmoesJenno,Lotto,",,1:01"
2025,7,22,van der PoelMathieu,Alpecin - Deceuninck,1:201:20
2025,7,23,PacherQuentin,Groupama - FDJ,1:231:23
2025,7,24,BenootTiesj,Team Visma | Lease a Bike,",,1:23"
2025,7,25,van den BroekFrank,Team Picnic PostNL,",,1:23"
2025,7,26,HealyBen,EF Education - EasyPost,1:451:45
2025,7,27,YatesAdam,UAE Team Emirates - XRG,2:062:06
2025,7,28,BuchmannEmanuel,Cofidis,2:172:17
2025,7,29,MartinGuillaume,Groupama - FDJ,",,2:17"
2025,7,30,Van WilderIlan,Soudal Quick-Step,2:312:31
2025,7,31,YatesSimon,Team Visma | Lease a Bike,",,2:31"
2025,7,32,WellensTim,UAE Team Emirates - XRG,",,2:31"
2025,7,33,O'ConnorBen,Team Jayco AlUla,",,2:31"
2025,7,34,García PiernaRaúl,Arkéa - B&B Hotels,2:402:40
2025,7,35,van AertWout,Team Visma | Lease a Bike,2:492:49
2025,7,36,SolerMarc,UAE Team Emirates - XRG,2:592:59
2025,7,37,Paret-PeintreAurélien,Decathlon AG2R La Mondiale Team,3:033:03
2025,7,38,BaudinAlex,EF Education - EasyPost,3:163:16
2025,7,39,MadouasValentin,Groupama - FDJ,",,3:16"
2025,7,40,HoelgaardMarkus,Uno-X Mobility,",,3:16"
2025,7,41,VlasovAleksandr,Red Bull - BORA - hansgrohe,3:403:40
2025,7,42,SkujiņšToms,Lidl - Trek,3:583:58
2025,7,43,BerthetClément,Decathlon AG2R La Mondiale Team,4:044:04
2025,7,44,KussSepp,Team Visma | Lease a Bike,",,4:04"
2025,7,45,ArensmanThymen,INEOS Grenadiers,",,4:04"
2025,7,46,EenkhoornPascal,Soudal Quick-Step,",,4:04"
2025,7,47,IzagirreIon,Cofidis,",,4:04"
2025,7,48,MühlbergerGregor,Movistar Team,",,4:04"
2025,7,49,SchachmannMaximilian,Soudal Quick-Step,4:074:07
2025,7,50,MayrhoferMarius,Tudor Pro Cycling Team,4:164:16
2025,7,51,AlaphilippeJulian,Tudor Pro Cycling Team,",,4:16"
2025,7,52,BarguilWarren,Team Picnic PostNL,4:524:52
2025,7,53,PowlessNeilson,EF Education - EasyPost,",,4:52"
2025,7,54,RomeoIván,Movistar Team,4:564:56
2025,7,55,ChampoussinClément,XDS Astana Team,5:015:01
2025,7,56,CostiouEwen,Arkéa - B&B Hotels,",,5:01"
2025,7,57,ScotsonCallum,Decathlon AG2R La Mondiale Team,5:165:16
2025,7,58,TronchonBastien,Decathlon AG2R La Mondiale Team,6:186:18
2025,7,59,FlynnSean,Team Picnic PostNL,",,6:18"
2025,7,60,DelettreAlexandre,TotalEnergies,",,6:18"
2025,7,61,VenturiniClément,Arkéa - B&B Hotels,",,6:18"
2025,7,62,SwiftConnor,INEOS Grenadiers,",,6:18"
2025,7,63,NaesenOliver,Decathlon AG2R La Mondiale Team,",,6:18"
2025,7,64,JohannessenAnders Halland,Uno-X Mobility,7:027:02
2025,7,65,SweenyHarry,EF Education - EasyPost,7:267:26
2025,7,66,BurgaudeauMathieu,TotalEnergies,",,7:26"
2025,7,67,GachignardThomas,TotalEnergies,",,7:26"
2025,7,68,BartheCyril,Groupama - FDJ,",,7:26"
2025,7,69,AbrahamsenJonas,Uno-X Mobility,",,7:26"
2025,7,70,RussoClément,Groupama - FDJ,",,7:26"
2025,7,71,Paret-PeintreValentin,Soudal Quick-Step,7:387:38
2025,7,72,TrentinMatteo,Tudor Pro Cycling Team,7:397:39
2025,7,73,DunbarEddie,Team Jayco AlUla,",,7:39"
2025,7,74,ThomasGeraint,INEOS Grenadiers,",,7:39"
2025,7,75,TeunissenMike,XDS Astana Team,",,7:39"
2025,7,76,VerstryngeEmiel,Alpecin - Deceuninck,7:427:42
2025,7,77,CampenaertsVictor,Team Visma | Lease a Bike,7:557:55
2025,7,78,SimmonsQuinn,Lidl - Trek,8:128:12
2025,7,79,BarréLouis,Intermarché - Wanty,",,8:12"
2025,7,80,García CortinaIván,Movistar Team,8:428:42
2025,7,81,CapiotAmaury,Arkéa - B&B Hotels,9:029:02
2025,7,82,RutschJonas,Intermarché - Wanty,",,9:02"
2025,7,83,Le BerreMathis,Arkéa - B&B Hotels,",,9:02"
2025,7,84,WoodsMichael,Israel - Premier Tech,",,9:02"
2025,7,85,ArmirailBruno,Decathlon AG2R La Mondiale Team,",,9:02"
2025,7,86,TouzéDamien,Cofidis,",,9:02"
2025,7,87,StuyvenJasper,Lidl - Trek,9:089:08
2025,7,88,Van MoerBrent,Lotto,",,9:08"
2025,7,89,CrasSteff,TotalEnergies,",,9:08"
2025,7,90,PenhoëtPaul,Groupama - FDJ,",,9:08"
2025,7,91,VelascoSimone,XDS Astana Team,",,9:08"
2025,7,92,RubioEiner,Movistar Team,",,9:08"
2025,7,93,LeknessundAndreas,Uno-X Mobility,9:309:30
2025,7,94,NysThibau,Lidl - Trek,9:319:31
2025,7,95,AlbaneseVincenzo,EF Education - EasyPost,9:549:54
2025,7,96,PithieLaurence,Red Bull - BORA - hansgrohe,",,9:54"
2025,7,97,MosconGianni,Red Bull - BORA - hansgrohe,",,9:54"
2025,7,98,OliveiraNelson,Movistar Team,10:1310:13
2025,7,99,AlmeidaJoão,UAE Team Emirates - XRG,",,10:13"
2025,7,100,VermeerschGianni,Alpecin - Deceuninck,10:1710:17
2025,7,101,GrovesKaden,Alpecin - Deceuninck,",,10:17"
2025,7,102,CortMagnus,Uno-X Mobility,10:5910:59
2025,7,103,RickaertJonas,Alpecin - Deceuninck,11:4611:46
2025,7,104,AffiniEdoardo,Team Visma | Lease a Bike,",,11:46"
2025,7,105,TeunsDylan,Cofidis,",,11:46"
2025,7,106,ReindersElmar,Team Jayco AlUla,",,11:46"
2025,7,107,ZimmermannGeorg,Intermarché - Wanty,",,11:46"
2025,7,108,RexLaurenz,Intermarché - Wanty,",,11:46"
2025,7,109,MerlierTim,Soudal Quick-Step,",,11:46"
2025,7,110,Van LerbergheBert,Soudal Quick-Step,",,11:46"
2025,7,111,SivakovPavel,UAE Team Emirates - XRG,",,11:46"
2025,7,112,LouvelMatis,Israel - Premier Tech,12:0312:03
2025,7,113,NeilandsKrists,Israel - Premier Tech,",,12:03"
2025,7,114,LutsenkoAlexey,Israel - Premier Tech,",,12:03"
2025,7,115,MärklNiklas,Team Picnic PostNL,12:2412:24
2025,7,116,DurbridgeLuke,Team Jayco AlUla,12:5512:55
2025,7,117,MezgecLuka,Team Jayco AlUla,13:1313:13
2025,7,118,MohoričMatej,Bahrain - Victorious,",,13:13"
2025,7,119,StannardRobert,Bahrain - Victorious,",,13:13"
2025,7,120,BuitragoSantiago,Bahrain - Victorious,",,13:13"
2025,7,121,GroenewegenDylan,Team Jayco AlUla,",,13:13"
2025,7,122,CoquardBryan,Cofidis,13:2913:29
2025,7,123,TurgisAnthony,TotalEnergies,13:4913:49
2025,7,124,VercherMattéo,TotalEnergies,",,13:49"
2025,7,125,PolittNils,UAE Team Emirates - XRG,",,13:49"
2025,7,126,AckermannPascal,Israel - Premier Tech,14:0514:05
2025,7,127,SepúlvedaEduardo,Lotto,",,14:05"
2025,7,128,AsgreenKasper,EF Education - EasyPost,",,14:05"
2025,7,129,RenardAlexis,Cofidis,14:1314:13
2025,7,130,BoivinGuillaume,Israel - Premier Tech,",,14:13"
2025,7,131,StewartJake,Israel - Premier Tech,",,14:13"
2025,7,132,TejadaHarold,XDS Astana Team,",,14:13"
2025,7,133,LienhardFabian,Tudor Pro Cycling Team,",,14:13"
2025,7,134,DillierSilvan,Alpecin - Deceuninck,",,14:13"
2025,7,135,SchmidMauro,Team Jayco AlUla,",,14:13"
2025,7,136,HirschiMarc,Tudor Pro Cycling Team,",,14:13"
2025,7,137,BlackmoreJoseph,Israel - Premier Tech,",,14:13"
2025,7,138,AranburuAlex,Cofidis,",,14:13"
2025,7,139,van PoppelDanny,Red Bull - BORA - hansgrohe,",,14:13"
2025,7,140,WrightFred,Bahrain - Victorious,",,14:13"
2025,7,141,BauhausPhil,Bahrain - Victorious,",,14:13"
2025,7,142,GradekKamil,Bahrain - Victorious,",,14:13"
2025,7,143,DriznersJarrad,Lotto,",,14:13"
2025,7,144,PlappLuke,Team Jayco AlUla,",,14:13"
2025,7,145,GrignardSébastien,Lotto,",,14:13"
2025,7,146,Van EetveltLennert,Lotto,",,14:13"
2025,7,147,DémareArnaud,Arkéa - B&B Hotels,",,14:13"
2025,7,148,van den BergMarijn,EF Education - EasyPost,",,14:13"
2025,7,149,CastrilloPablo,Movistar Team,",,14:13"
2025,7,150,BartaWill,Movistar Team,",,14:13"
2025,7,151,StorerMichael,Tudor Pro Cycling Team,",,14:13"
2025,7,152,FossTobias,INEOS Grenadiers,14:2914:29
2025,7,153,FedorovYevgeniy,XDS Astana Team,",,14:29"
2025,7,154,MartinezLenny,Bahrain - Victorious,14:3814:38
2025,7,155,van DijkeMick,Red Bull - BORA - hansgrohe,14:3914:39
2025,7,156,BittnerPavel,Team Picnic PostNL,14:4214:42
2025,7,157,BraetVito,Intermarché - Wanty,",,14:42"
2025,7,158,NabermanTim,Team Picnic PostNL,14:5614:56
2025,7,159,AndresenTobias Lund,Team Picnic PostNL,",,14:56"
2025,7,160,BolCees,XDS Astana Team,",,14:56"
2025,7,161,BalleriniDavide,XDS Astana Team,",,14:56"
2025,7,162,WatsonSamuel,INEOS Grenadiers,",,14:56"
2025,7,163,AskeyLewis,Groupama - FDJ,",,14:56"
2025,7,164,ValgrenMichael,EF Education - EasyPost,",,14:56"
2025,7,165,ThomasBenjamin,Cofidis,",,14:56"
2025,7,166,FredheimStian,Uno-X Mobility,16:5616:56
2025,7,167,DaineseAlberto,Tudor Pro Cycling Team,",,16:56"
2025,7,168,van SintmaartensdijkRoel,Intermarché - Wanty,17:2317:23
2025,7,169,PageHugo,Intermarché - Wanty,",,17:23"
2025,7,170,GirmayBiniam,Intermarché - Wanty,",,17:23"
2025,7,171,HallerMarco,Tudor Pro Cycling Team,",,17:23"
2025,7,172,WærenskjoldSøren,Uno-X Mobility,",,17:23"
2025,7,173,MeeusJordi,Red Bull - BORA - hansgrohe,",,17:23"
2025,7,174,MilanJonathan,Lidl - Trek,",,17:23"
2025,7,175,De LieArnaud,Lotto,17:3417:34
2025,7,176,ConsonniSimone,Lidl - Trek,17:4017:40
2025,7,177,TheunsEdward,Lidl - Trek,",,17:40"
2025,7,DNF,CattaneoMattia,Soudal Quick-Step,
2025,7,DNF,HaigJack,Bahrain - Victorious,
2025,8,1,MilanJonathan,Lidl - Trek,3:50:263:50:26
2025,8,2,van AertWout,Team Visma | Lease a Bike,",,0:00"
2025,8,3,GrovesKaden,Alpecin - Deceuninck,",,0:00"
2025,8,4,AckermannPascal,Israel - Premier Tech,",,0:00"
2025,8,5,De LieArnaud,Lotto,",,0:00"
2025,8,6,AndresenTobias Lund,Team Picnic PostNL,",,0:00"
2025,8,7,CoquardBryan,Cofidis,",,0:00"
2025,8,8,DaineseAlberto,Tudor Pro Cycling Team,",,0:00"
2025,8,9,AlbaneseVincenzo,EF Education - EasyPost,",,0:00"
2025,8,10,FredheimStian,Uno-X Mobility,",,0:00"
2025,8,11,van PoppelDanny,Red Bull - BORA - hansgrohe,",,0:00"
2025,8,12,BauhausPhil,Bahrain - Victorious,",,0:00"
2025,8,13,AskeyLewis,Groupama - FDJ,",,0:00"
2025,8,14,TronchonBastien,Decathlon AG2R La Mondiale Team,",,0:00"
2025,8,15,WatsonSamuel,INEOS Grenadiers,",,0:00"
2025,8,16,GroenewegenDylan,Team Jayco AlUla,",,0:00"
2025,8,17,TurgisAnthony,TotalEnergies,",,0:00"
2025,8,18,BolCees,XDS Astana Team,",,0:00"
2025,8,19,GirmayBiniam,Intermarché - Wanty,",,0:00"
2025,8,20,DémareArnaud,Arkéa - B&B Hotels,",,0:00"
2025,8,21,van der PoelMathieu,Alpecin - Deceuninck,",,0:00"
2025,8,22,RenardAlexis,Cofidis,",,0:00"
2025,8,23,VauquelinKévin,Arkéa - B&B Hotels,",,0:00"
2025,8,24,FedorovYevgeniy,XDS Astana Team,",,0:00"
2025,8,25,JohannessenTobias Halland,Uno-X Mobility,",,0:00"
2025,8,26,BuchmannEmanuel,Cofidis,",,0:00"
2025,8,27,MartinGuillaume,Groupama - FDJ,",,0:00"
2025,8,28,HealyBen,EF Education - EasyPost,",,0:00"
2025,8,29,EvenepoelRemco,Soudal Quick-Step,",,0:00"
2025,8,30,Paret-PeintreAurélien,Decathlon AG2R La Mondiale Team,",,0:00"
2025,8,31,BerthetClément,Decathlon AG2R La Mondiale Team,",,0:00"
2025,8,32,WellensTim,UAE Team Emirates - XRG,",,0:00"
2025,8,33,MasEnric,Movistar Team,",,0:00"
2025,8,34,NarváezJhonatan,UAE Team Emirates - XRG,",,0:00"
2025,8,35,JegatJordan,TotalEnergies,",,0:00"
2025,8,36,OnleyOscar,Team Picnic PostNL,",,0:00"
2025,8,37,SkjelmoseMattias,Lidl - Trek,",,0:00"
2025,8,38,VingegaardJonas,Team Visma | Lease a Bike,",,0:00"
2025,8,39,JorgensonMatteo,Team Visma | Lease a Bike,",,0:00"
2025,8,40,RodríguezCarlos,INEOS Grenadiers,",,0:00"
2025,8,41,BartheCyril,Groupama - FDJ,",,0:00"
2025,8,42,PogačarTadej,UAE Team Emirates - XRG,",,0:00"
2025,8,43,LipowitzFlorian,Red Bull - BORA - hansgrohe,",,0:00"
2025,8,44,StewartJake,Israel - Premier Tech,",,0:00"
2025,8,45,RodríguezCristián,Arkéa - B&B Hotels,",,0:00"
2025,8,46,PithieLaurence,Red Bull - BORA - hansgrohe,",,0:00"
2025,8,47,RogličPrimož,Red Bull - BORA - hansgrohe,",,0:00"
2025,8,48,Van WilderIlan,Soudal Quick-Step,",,0:00"
2025,8,49,CampenaertsVictor,Team Visma | Lease a Bike,",,0:00"
2025,8,50,GallFelix,Decathlon AG2R La Mondiale Team,",,0:00"
2025,8,51,VelascoSimone,XDS Astana Team,",,0:00"
2025,8,52,GachignardThomas,TotalEnergies,0:150:15
2025,8,53,NaesenOliver,Decathlon AG2R La Mondiale Team,",,0:15"
2025,8,54,TeunissenMike,XDS Astana Team,",,0:15"
2025,8,55,O'ConnorBen,Team Jayco AlUla,",,0:15"
2025,8,56,MerlierTim,Soudal Quick-Step,0:230:23
2025,8,57,BerckmoesJenno,Lotto,",,0:23"
2025,8,58,van den BergMarijn,EF Education - EasyPost,",,0:23"
2025,8,59,BittnerPavel,Team Picnic PostNL,0:330:33
2025,8,60,VenturiniClément,Arkéa - B&B Hotels,",,0:33"
2025,8,61,MosconGianni,Red Bull - BORA - hansgrohe,",,0:33"
2025,8,62,LauranceAxel,INEOS Grenadiers,0:410:41
2025,8,63,PacherQuentin,Groupama - FDJ,",,0:41"
2025,8,64,PowlessNeilson,EF Education - EasyPost,",,0:41"
2025,8,65,EenkhoornPascal,Soudal Quick-Step,",,0:41"
2025,8,66,PolittNils,UAE Team Emirates - XRG,",,0:41"
2025,8,67,StuyvenJasper,Lidl - Trek,",,0:41"
2025,8,68,HoelgaardMarkus,Uno-X Mobility,0:480:48
2025,8,69,MärklNiklas,Team Picnic PostNL,0:530:53
2025,8,70,BarguilWarren,Team Picnic PostNL,",,0:53"
2025,8,71,MadouasValentin,Groupama - FDJ,",,0:53"
2025,8,72,ArensmanThymen,INEOS Grenadiers,",,0:53"
2025,8,73,GrégoireRomain,Groupama - FDJ,",,0:53"
2025,8,74,SepúlvedaEduardo,Lotto,",,0:53"
2025,8,75,BenootTiesj,Team Visma | Lease a Bike,",,0:53"
2025,8,76,SivakovPavel,UAE Team Emirates - XRG,",,0:53"
2025,8,77,HiguitaSergio,XDS Astana Team,",,0:53"
2025,8,78,TrentinMatteo,Tudor Pro Cycling Team,",,0:53"
2025,8,79,ConsonniSimone,Lidl - Trek,",,0:53"
2025,8,80,DelettreAlexandre,TotalEnergies,",,0:53"
2025,8,81,CrasSteff,TotalEnergies,",,0:53"
2025,8,82,Van LerbergheBert,Soudal Quick-Step,",,0:53"
2025,8,83,ArmirailBruno,Decathlon AG2R La Mondiale Team,",,0:53"
2025,8,84,MayrhoferMarius,Tudor Pro Cycling Team,",,0:53"
2025,8,85,ScotsonCallum,Decathlon AG2R La Mondiale Team,",,0:53"
2025,8,86,YatesAdam,UAE Team Emirates - XRG,",,0:53"
2025,8,87,BraetVito,Intermarché - Wanty,1:111:11
2025,8,88,BlackmoreJoseph,Israel - Premier Tech,",,1:11"
2025,8,89,AsgreenKasper,EF Education - EasyPost,",,1:11"
2025,8,90,WærenskjoldSøren,Uno-X Mobility,",,1:11"
2025,8,91,CortMagnus,Uno-X Mobility,",,1:11"
2025,8,92,FlynnSean,Team Picnic PostNL,",,1:11"
2025,8,93,JohannessenAnders Halland,Uno-X Mobility,",,1:11"
2025,8,94,van den BroekFrank,Team Picnic PostNL,",,1:11"
2025,8,95,VlasovAleksandr,Red Bull - BORA - hansgrohe,",,1:11"
2025,8,96,CapiotAmaury,Arkéa - B&B Hotels,",,1:11"
2025,8,97,KussSepp,Team Visma | Lease a Bike,",,1:11"
2025,8,98,AbrahamsenJonas,Uno-X Mobility,",,1:11"
2025,8,99,YatesSimon,Team Visma | Lease a Bike,",,1:11"
2025,8,100,SchachmannMaximilian,Soudal Quick-Step,",,1:11"
2025,8,101,Van MoerBrent,Lotto,",,1:11"
2025,8,102,Paret-PeintreValentin,Soudal Quick-Step,",,1:11"
2025,8,103,BuitragoSantiago,Bahrain - Victorious,",,1:11"
2025,8,104,DillierSilvan,Alpecin - Deceuninck,",,1:11"
2025,8,105,MezgecLuka,Team Jayco AlUla,",,1:11"
2025,8,106,ReindersElmar,Team Jayco AlUla,",,1:11"
2025,8,107,SkujiņšToms,Lidl - Trek,",,1:11"
2025,8,108,OliveiraNelson,Movistar Team,",,1:11"
2025,8,109,García CortinaIván,Movistar Team,",,1:11"
2025,8,110,van DijkeMick,Red Bull - BORA - hansgrohe,",,1:11"
2025,8,111,García PiernaRaúl,Arkéa - B&B Hotels,",,1:11"
2025,8,112,TheunsEdward,Lidl - Trek,1:351:35
2025,8,113,WrightFred,Bahrain - Victorious,1:421:42
2025,8,114,StannardRobert,Bahrain - Victorious,",,1:42"
2025,8,115,SweenyHarry,EF Education - EasyPost,",,1:42"
2025,8,116,RickaertJonas,Alpecin - Deceuninck,1:531:53
2025,8,117,MeurisseXandro,Alpecin - Deceuninck,",,1:53"
2025,8,118,LutsenkoAlexey,Israel - Premier Tech,",,1:53"
2025,8,119,VerstryngeEmiel,Alpecin - Deceuninck,",,1:53"
2025,8,120,IzagirreIon,Cofidis,",,1:53"
2025,8,121,GrignardSébastien,Lotto,",,1:53"
2025,8,122,AranburuAlex,Cofidis,",,1:53"
2025,8,123,SolerMarc,UAE Team Emirates - XRG,",,1:53"
2025,8,124,AffiniEdoardo,Team Visma | Lease a Bike,2:022:02
2025,8,125,LeknessundAndreas,Uno-X Mobility,",,2:02"
2025,8,126,NysThibau,Lidl - Trek,",,2:02"
2025,8,127,TouzéDamien,Cofidis,2:132:13
2025,8,128,PenhoëtPaul,Groupama - FDJ,",,2:13"
2025,8,129,NabermanTim,Team Picnic PostNL,2:212:21
2025,8,130,LouvelMatis,Israel - Premier Tech,",,2:21"
2025,8,131,TeunsDylan,Cofidis,",,2:21"
2025,8,132,DriznersJarrad,Lotto,",,2:21"
2025,8,133,ZimmermannGeorg,Intermarché - Wanty,",,2:21"
2025,8,134,HallerMarco,Tudor Pro Cycling Team,",,2:21"
2025,8,135,BartaWill,Movistar Team,",,2:21"
2025,8,136,ThomasGeraint,INEOS Grenadiers,",,2:21"
2025,8,137,MohoričMatej,Bahrain - Victorious,",,2:21"
2025,8,138,van SintmaartensdijkRoel,Intermarché - Wanty,",,2:21"
2025,8,139,FossTobias,INEOS Grenadiers,2:452:45
2025,8,140,HirschiMarc,Tudor Pro Cycling Team,2:522:52
2025,8,141,RexLaurenz,Intermarché - Wanty,3:033:03
2025,8,142,PageHugo,Intermarché - Wanty,",,3:03"
2025,8,143,SwiftConnor,INEOS Grenadiers,",,3:03"
2025,8,144,LienhardFabian,Tudor Pro Cycling Team,3:243:24
2025,8,145,DurbridgeLuke,Team Jayco AlUla,",,3:24"
2025,8,146,GradekKamil,Bahrain - Victorious,3:353:35
2025,8,147,MartinezLenny,Bahrain - Victorious,",,3:35"
2025,8,148,MeeusJordi,Red Bull - BORA - hansgrohe,4:114:11
2025,8,149,VermeerschGianni,Alpecin - Deceuninck,",,4:11"
2025,8,150,BaudinAlex,EF Education - EasyPost,",,4:11"
2025,8,151,RussoClément,Groupama - FDJ,4:214:21
2025,8,152,MühlbergerGregor,Movistar Team,",,4:21"
2025,8,153,Van EetveltLennert,Lotto,",,4:21"
2025,8,154,RubioEiner,Movistar Team,",,4:21"
2025,8,155,WoodsMichael,Israel - Premier Tech,",,4:21"
2025,8,156,Le BerreMathis,Arkéa - B&B Hotels,",,4:21"
2025,8,157,BurgaudeauMathieu,TotalEnergies,",,4:21"
2025,8,158,CostiouEwen,Arkéa - B&B Hotels,4:284:28
2025,8,159,BoivinGuillaume,Israel - Premier Tech,4:324:32
2025,8,160,SimmonsQuinn,Lidl - Trek,4:394:39
2025,8,161,TejadaHarold,XDS Astana Team,",,4:39"
2025,8,162,RomeoIván,Movistar Team,4:474:47
2025,8,163,CastrilloPablo,Movistar Team,",,4:47"
2025,8,164,ChampoussinClément,XDS Astana Team,5:075:07
2025,8,165,BalleriniDavide,XDS Astana Team,",,5:07"
2025,8,166,ThomasBenjamin,Cofidis,6:286:28
2025,8,167,VercherMattéo,TotalEnergies,",,6:28"
2025,8,168,AlmeidaJoão,UAE Team Emirates - XRG,6:426:42
2025,8,169,PlappLuke,Team Jayco AlUla,",,6:42"
2025,8,170,ValgrenMichael,EF Education - EasyPost,",,6:42"
2025,8,171,BarréLouis,Intermarché - Wanty,6:466:46
2025,8,172,NeilandsKrists,Israel - Premier Tech,7:277:27
2025,8,173,StorerMichael,Tudor Pro Cycling Team,",,7:27"
2025,8,174,AlaphilippeJulian,Tudor Pro Cycling Team,",,7:27"
2025,8,175,SchmidMauro,Team Jayco AlUla,",,7:27"
2025,8,176,RutschJonas,Intermarché - Wanty,13:5313:53
2025,8,DNS,DunbarEddie,Team Jayco AlUla,
2025,9,1,MerlierTim,Soudal Quick-Step,3:28:523:28:52
2025,9,2,MilanJonathan,Lidl - Trek,",,0:00"
2025,9,3,De LieArnaud,Lotto,",,0:00"
2025,9,4,BittnerPavel,Team Picnic PostNL,",,0:00"
2025,9,5,PenhoëtPaul,Groupama - FDJ,",,0:00"
2025,9,6,GirmayBiniam,Intermarché - Wanty,",,0:00"
2025,9,7,BauhausPhil,Bahrain - Victorious,",,0:00"
2025,9,8,MeeusJordi,Red Bull - BORA - hansgrohe,",,0:00"
2025,9,9,FredheimStian,Uno-X Mobility,",,0:00"
2025,9,10,GrovesKaden,Alpecin - Deceuninck,",,0:00"
2025,9,11,RenardAlexis,Cofidis,",,0:00"
2025,9,12,AckermannPascal,Israel - Premier Tech,",,0:00"
2025,9,13,DémareArnaud,Arkéa - B&B Hotels,",,0:00"
2025,9,14,TurgisAnthony,TotalEnergies,",,0:00"
2025,9,15,GroenewegenDylan,Team Jayco AlUla,",,0:00"
2025,9,16,DaineseAlberto,Tudor Pro Cycling Team,",,0:00"
2025,9,17,TronchonBastien,Decathlon AG2R La Mondiale Team,",,0:00"
2025,9,18,TrentinMatteo,Tudor Pro Cycling Team,",,0:00"
2025,9,19,van PoppelDanny,Red Bull - BORA - hansgrohe,",,0:00"
2025,9,20,BolCees,XDS Astana Team,",,0:00"
2025,9,21,CoquardBryan,Cofidis,",,0:00"
2025,9,22,FedorovYevgeniy,XDS Astana Team,",,0:00"
2025,9,23,García CortinaIván,Movistar Team,",,0:00"
2025,9,24,MartinGuillaume,Groupama - FDJ,",,0:00"
2025,9,25,RodríguezCarlos,INEOS Grenadiers,",,0:00"
2025,9,26,PogačarTadej,UAE Team Emirates - XRG,",,0:00"
2025,9,27,VingegaardJonas,Team Visma | Lease a Bike,",,0:00"
2025,9,28,van den BroekFrank,Team Picnic PostNL,",,0:00"
2025,9,29,Le BerreMathis,Arkéa - B&B Hotels,",,0:00"
2025,9,30,EvenepoelRemco,Soudal Quick-Step,",,0:00"
2025,9,31,StewartJake,Israel - Premier Tech,",,0:00"
2025,9,32,VauquelinKévin,Arkéa - B&B Hotels,",,0:00"
2025,9,33,JohannessenTobias Halland,Uno-X Mobility,",,0:00"
2025,9,34,RogličPrimož,Red Bull - BORA - hansgrohe,",,0:00"
2025,9,35,WatsonSamuel,INEOS Grenadiers,",,0:00"
2025,9,36,LipowitzFlorian,Red Bull - BORA - hansgrohe,",,0:00"
2025,9,37,TeunissenMike,XDS Astana Team,",,0:00"
2025,9,38,SkjelmoseMattias,Lidl - Trek,",,0:00"
2025,9,39,NaesenOliver,Decathlon AG2R La Mondiale Team,",,0:00"
2025,9,40,MasEnric,Movistar Team,",,0:00"
2025,9,41,GachignardThomas,TotalEnergies,",,0:00"
2025,9,42,BerthetClément,Decathlon AG2R La Mondiale Team,",,0:00"
2025,9,43,JorgensonMatteo,Team Visma | Lease a Bike,",,0:00"
2025,9,44,ScotsonCallum,Decathlon AG2R La Mondiale Team,",,0:00"
2025,9,45,HealyBen,EF Education - EasyPost,",,0:00"
2025,9,46,Paret-PeintreAurélien,Decathlon AG2R La Mondiale Team,",,0:00"
2025,9,47,JegatJordan,TotalEnergies,",,0:00"
2025,9,48,GallFelix,Decathlon AG2R La Mondiale Team,",,0:00"
2025,9,49,OnleyOscar,Team Picnic PostNL,",,0:00"
2025,9,50,BarguilWarren,Team Picnic PostNL,",,0:00"
2025,9,51,LauranceAxel,INEOS Grenadiers,",,0:00"
2025,9,52,Van LerbergheBert,Soudal Quick-Step,",,0:00"
2025,9,53,LouvelMatis,Israel - Premier Tech,",,0:00"
2025,9,54,BuchmannEmanuel,Cofidis,",,0:00"
2025,9,55,Van MoerBrent,Lotto,",,0:00"
2025,9,56,StuyvenJasper,Lidl - Trek,",,0:00"
2025,9,57,PowlessNeilson,EF Education - EasyPost,",,0:00"
2025,9,58,HoelgaardMarkus,Uno-X Mobility,",,0:00"
2025,9,59,MosconGianni,Red Bull - BORA - hansgrohe,",,0:00"
2025,9,60,BoivinGuillaume,Israel - Premier Tech,",,0:00"
2025,9,61,NeilandsKrists,Israel - Premier Tech,",,0:00"
2025,9,62,AndresenTobias Lund,Team Picnic PostNL,",,0:00"
2025,9,63,RussoClément,Groupama - FDJ,",,0:00"
2025,9,64,van AertWout,Team Visma | Lease a Bike,0:170:17
2025,9,65,BartheCyril,Groupama - FDJ,",,0:17"
2025,9,66,CampenaertsVictor,Team Visma | Lease a Bike,",,0:17"
2025,9,67,DriznersJarrad,Lotto,",,0:17"
2025,9,68,van der PoelMathieu,Alpecin - Deceuninck,",,0:17"
2025,9,69,AlbaneseVincenzo,EF Education - EasyPost,",,0:17"
2025,9,70,AranburuAlex,Cofidis,",,0:17"
2025,9,71,MezgecLuka,Team Jayco AlUla,",,0:17"
2025,9,72,RexLaurenz,Intermarché - Wanty,",,0:17"
2025,9,73,MohoričMatej,Bahrain - Victorious,",,0:17"
2025,9,74,GrégoireRomain,Groupama - FDJ,",,0:17"
2025,9,75,BenootTiesj,Team Visma | Lease a Bike,",,0:17"
