year,stage,position,rider,team,time
2025,9,76,VlasovAleksandr,Red Bull - BORA - hansgrohe,",,0:17"
2025,9,77,SepúlvedaEduardo,Lotto,",,0:17"
2025,9,78,BerckmoesJenno,Lotto,",,0:17"
2025,9,79,NarváezJhonatan,UAE Team Emirates - XRG,",,0:17"
2025,9,80,AsgreenKasper,EF Education - EasyPost,",,0:17"
2025,9,81,ReindersElmar,Team Jayco AlUla,",,0:17"
2025,9,82,TheunsEdward,Lidl - Trek,",,0:17"
2025,9,83,DillierSilvan,Alpecin - Deceuninck,",,0:17"
2025,9,84,KussSepp,Team Visma | Lease a Bike,",,0:17"
2025,9,85,IzagirreIon,Cofidis,",,0:17"
2025,9,86,ArensmanThymen,INEOS Grenadiers,",,0:17"
2025,9,87,GradekKamil,Bahrain - Victorious,",,0:17"
2025,9,88,WrightFred,Bahrain - Victorious,0:410:41
2025,9,89,PageHugo,Intermarché - Wanty,0:490:49
2025,9,90,VenturiniClément,Arkéa - B&B Hotels,",,0:49"
2025,9,91,DelettreAlexandre,TotalEnergies,0:540:54
2025,9,92,StannardRobert,Bahrain - Victorious,1:041:04
2025,9,93,TouzéDamien,Cofidis,1:071:07
2025,9,94,BraetVito,Intermarché - Wanty,1:121:12
2025,9,95,MayrhoferMarius,Tudor Pro Cycling Team,",,1:12"
2025,9,96,LeknessundAndreas,Uno-X Mobility,",,1:12"
2025,9,97,MeurisseXandro,Alpecin - Deceuninck,",,1:12"
2025,9,98,EenkhoornPascal,Soudal Quick-Step,",,1:12"
2025,9,99,TeunsDylan,Cofidis,",,1:12"
2025,9,100,OliveiraNelson,Movistar Team,",,1:12"
2025,9,101,ValgrenMichael,EF Education - EasyPost,1:221:22
2025,9,102,PacherQuentin,Groupama - FDJ,",,1:22"
2025,9,103,Van WilderIlan,Soudal Quick-Step,1:441:44
2025,9,104,CapiotAmaury,Arkéa - B&B Hotels,",,1:44"
2025,9,105,CortMagnus,Uno-X Mobility,1:521:52
2025,9,106,ThomasGeraint,INEOS Grenadiers,",,1:52"
2025,9,107,SwiftConnor,INEOS Grenadiers,",,1:52"
2025,9,108,SweenyHarry,EF Education - EasyPost,",,1:52"
2025,9,109,BaudinAlex,EF Education - EasyPost,",,1:52"
2025,9,110,VerstryngeEmiel,Alpecin - Deceuninck,2:062:06
2025,9,111,SimmonsQuinn,Lidl - Trek,2:202:20
2025,9,112,SolerMarc,UAE Team Emirates - XRG,",,2:20"
2025,9,113,PithieLaurence,Red Bull - BORA - hansgrohe,",,2:20"
2025,9,114,AskeyLewis,Groupama - FDJ,",,2:20"
2025,9,115,AffiniEdoardo,Team Visma | Lease a Bike,2:432:43
2025,9,116,ConsonniSimone,Lidl - Trek,",,2:43"
2025,9,117,RickaertJonas,Alpecin - Deceuninck,3:033:03
2025,9,118,GrignardSébastien,Lotto,4:084:08
2025,9,119,FlynnSean,Team Picnic PostNL,4:374:37
2025,9,120,Paret-PeintreValentin,Soudal Quick-Step,5:395:39
2025,9,121,SchachmannMaximilian,Soudal Quick-Step,6:586:58
2025,9,122,PolittNils,UAE Team Emirates - XRG,",,6:58"
2025,9,123,RutschJonas,Intermarché - Wanty,",,6:58"
2025,9,124,BalleriniDavide,XDS Astana Team,",,6:58"
2025,9,125,JohannessenAnders Halland,Uno-X Mobility,",,6:58"
2025,9,126,WærenskjoldSøren,Uno-X Mobility,",,6:58"
2025,9,127,ArmirailBruno,Decathlon AG2R La Mondiale Team,",,6:58"
2025,9,128,StorerMichael,Tudor Pro Cycling Team,",,6:58"
2025,9,129,WoodsMichael,Israel - Premier Tech,",,6:58"
2025,9,130,HallerMarco,Tudor Pro Cycling Team,",,6:58"
2025,9,131,LienhardFabian,Tudor Pro Cycling Team,",,6:58"
2025,9,132,AlaphilippeJulian,Tudor Pro Cycling Team,",,6:58"
2025,9,133,CastrilloPablo,Movistar Team,",,6:58"
2025,9,134,RomeoIván,Movistar Team,",,6:58"
2025,9,135,CrasSteff,TotalEnergies,",,6:58"
2025,9,136,MärklNiklas,Team Picnic PostNL,",,6:58"
2025,9,137,NabermanTim,Team Picnic PostNL,",,6:58"
2025,9,138,van SintmaartensdijkRoel,Intermarché - Wanty,",,6:58"
2025,9,139,O'ConnorBen,Team Jayco AlUla,",,6:58"
2025,9,140,DurbridgeLuke,Team Jayco AlUla,",,6:58"
2025,9,141,SchmidMauro,Team Jayco AlUla,",,6:58"
2025,9,142,PlappLuke,Team Jayco AlUla,",,6:58"
2025,9,143,RubioEiner,Movistar Team,",,6:58"
2025,9,144,RodríguezCristián,Arkéa - B&B Hotels,",,6:58"
2025,9,145,MadouasValentin,Groupama - FDJ,",,6:58"
2025,9,146,YatesSimon,Team Visma | Lease a Bike,",,6:58"
2025,9,147,YatesAdam,UAE Team Emirates - XRG,",,6:58"
2025,9,148,BlackmoreJoseph,Israel - Premier Tech,",,6:58"
2025,9,149,HirschiMarc,Tudor Pro Cycling Team,",,6:58"
2025,9,150,MartinezLenny,Bahrain - Victorious,",,6:58"
2025,9,151,CostiouEwen,Arkéa - B&B Hotels,",,6:58"
2025,9,152,ZimmermannGeorg,Intermarché - Wanty,",,6:58"
2025,9,153,SkujiņšToms,Lidl - Trek,",,6:58"
2025,9,154,BartaWill,Movistar Team,",,6:58"
2025,9,155,MühlbergerGregor,Movistar Team,",,6:58"
2025,9,156,FossTobias,INEOS Grenadiers,",,6:58"
2025,9,157,AbrahamsenJonas,Uno-X Mobility,",,6:58"
2025,9,158,van den BergMarijn,EF Education - EasyPost,",,6:58"
2025,9,159,van DijkeMick,Red Bull - BORA - hansgrohe,",,6:58"
2025,9,160,García PiernaRaúl,Arkéa - B&B Hotels,",,6:58"
2025,9,161,BarréLouis,Intermarché - Wanty,",,6:58"
2025,9,162,ChampoussinClément,XDS Astana Team,",,6:58"
2025,9,163,VelascoSimone,XDS Astana Team,",,6:58"
2025,9,164,LutsenkoAlexey,Israel - Premier Tech,",,6:58"
2025,9,165,SivakovPavel,UAE Team Emirates - XRG,",,6:58"
2025,9,166,TejadaHarold,XDS Astana Team,",,6:58"
2025,9,167,HiguitaSergio,XDS Astana Team,",,6:58"
2025,9,168,BuitragoSantiago,Bahrain - Victorious,",,6:58"
2025,9,169,VercherMattéo,TotalEnergies,",,6:58"
2025,9,170,BurgaudeauMathieu,TotalEnergies,",,6:58"
2025,9,171,VermeerschGianni,Alpecin - Deceuninck,",,6:58"
2025,9,172,NysThibau,Lidl - Trek,",,6:58"
2025,9,173,Van EetveltLennert,Lotto,",,6:58"
2025,9,174,ThomasBenjamin,Cofidis,",,6:58"
2025,9,175,WellensTim,UAE Team Emirates - XRG,",,6:58"
2025,9,DNF,AlmeidaJoão,UAE Team Emirates - XRG,
2025,10,1,YatesSimon,Team Visma | Lease a Bike,4:20:054:20:05
2025,10,2,ArensmanThymen,INEOS Grenadiers,0:090:09
2025,10,3,HealyBen,EF Education - EasyPost,0:310:31
2025,10,4,O'ConnorBen,Team Jayco AlUla,0:490:49
2025,10,5,StorerMichael,Tudor Pro Cycling Team,1:231:23
2025,10,6,BlackmoreJoseph,Israel - Premier Tech,3:573:57
2025,10,7,JohannessenAnders Halland,Uno-X Mobility,4:384:38
2025,10,8,MartinezLenny,Bahrain - Victorious,4:514:51
2025,10,9,PogačarTadej,UAE Team Emirates - XRG,",,4:51"
2025,10,10,VingegaardJonas,Team Visma | Lease a Bike,",,4:51"
2025,10,11,LipowitzFlorian,Red Bull - BORA - hansgrohe,4:544:54
2025,10,12,JorgensonMatteo,Team Visma | Lease a Bike,",,4:54"
2025,10,13,EvenepoelRemco,Soudal Quick-Step,4:574:57
2025,10,14,OnleyOscar,Team Picnic PostNL,",,4:57"
2025,10,15,JohannessenTobias Halland,Uno-X Mobility,",,4:57"
2025,10,16,RogličPrimož,Red Bull - BORA - hansgrohe,",,4:57"
2025,10,17,GallFelix,Decathlon AG2R La Mondiale Team,5:115:11
2025,10,18,RodríguezCarlos,INEOS Grenadiers,5:155:15
2025,10,19,JegatJordan,TotalEnergies,",,5:15"
2025,10,20,HiguitaSergio,XDS Astana Team,5:315:31
2025,10,21,VauquelinKévin,Arkéa - B&B Hotels,5:375:37
2025,10,22,MasEnric,Movistar Team,5:435:43
2025,10,23,KussSepp,Team Visma | Lease a Bike,5:585:58
2025,10,24,YatesAdam,UAE Team Emirates - XRG,6:236:23
2025,10,25,MartinGuillaume,Groupama - FDJ,6:536:53
2025,10,26,BerthetClément,Decathlon AG2R La Mondiale Team,6:596:59
2025,10,27,CastrilloPablo,Movistar Team,7:187:18
2025,10,28,NarváezJhonatan,UAE Team Emirates - XRG,7:237:23
2025,10,29,SimmonsQuinn,Lidl - Trek,7:417:41
2025,10,30,SkjelmoseMattias,Lidl - Trek,",,7:41"
2025,10,31,MühlbergerGregor,Movistar Team,",,7:41"
2025,10,32,VerstryngeEmiel,Alpecin - Deceuninck,",,7:41"
2025,10,33,GrégoireRomain,Groupama - FDJ,8:288:28
2025,10,34,ScotsonCallum,Decathlon AG2R La Mondiale Team,9:109:10
2025,10,35,BaudinAlex,EF Education - EasyPost,9:279:27
2025,10,36,RodríguezCristián,Arkéa - B&B Hotels,9:469:46
2025,10,37,CostiouEwen,Arkéa - B&B Hotels,",,9:46"
2025,10,38,CampenaertsVictor,Team Visma | Lease a Bike,10:1710:17
2025,10,39,MadouasValentin,Groupama - FDJ,10:2410:24
2025,10,40,TejadaHarold,XDS Astana Team,11:1911:19
2025,10,41,MeurisseXandro,Alpecin - Deceuninck,11:2811:28
2025,10,42,BurgaudeauMathieu,TotalEnergies,",,11:28"
2025,10,43,BuchmannEmanuel,Cofidis,",,11:28"
2025,10,44,Paret-PeintreValentin,Soudal Quick-Step,11:5211:52
2025,10,45,BenootTiesj,Team Visma | Lease a Bike,12:2012:20
2025,10,46,ValgrenMichael,EF Education - EasyPost,13:0713:07
2025,10,47,EenkhoornPascal,Soudal Quick-Step,13:0813:08
2025,10,48,RubioEiner,Movistar Team,",,13:08"
2025,10,49,VlasovAleksandr,Red Bull - BORA - hansgrohe,",,13:08"
2025,10,50,PacherQuentin,Groupama - FDJ,13:3913:39
2025,10,51,SolerMarc,UAE Team Emirates - XRG,16:1416:14
2025,10,52,SweenyHarry,EF Education - EasyPost,16:2016:20
2025,10,53,GachignardThomas,TotalEnergies,16:3816:38
2025,10,54,SepúlvedaEduardo,Lotto,",,16:38"
2025,10,55,MayrhoferMarius,Tudor Pro Cycling Team,17:1717:17
2025,10,56,FossTobias,INEOS Grenadiers,",,17:17"
2025,10,57,HoelgaardMarkus,Uno-X Mobility,",,17:17"
2025,10,58,Le BerreMathis,Arkéa - B&B Hotels,",,17:17"
2025,10,59,Van MoerBrent,Lotto,",,17:17"
2025,10,60,SchachmannMaximilian,Soudal Quick-Step,",,17:17"
2025,10,61,ThomasGeraint,INEOS Grenadiers,",,17:17"
2025,10,62,DelettreAlexandre,TotalEnergies,",,17:17"
2025,10,63,CrasSteff,TotalEnergies,",,17:17"
2025,10,64,SchmidMauro,Team Jayco AlUla,",,17:17"
2025,10,65,OliveiraNelson,Movistar Team,",,17:17"
2025,10,66,NeilandsKrists,Israel - Premier Tech,",,17:17"
2025,10,67,Van WilderIlan,Soudal Quick-Step,",,17:17"
2025,10,68,HallerMarco,Tudor Pro Cycling Team,",,17:17"
2025,10,69,AlaphilippeJulian,Tudor Pro Cycling Team,",,17:17"
2025,10,70,WoodsMichael,Israel - Premier Tech,",,17:17"
2025,10,71,BarguilWarren,Team Picnic PostNL,",,17:17"
2025,10,72,VelascoSimone,XDS Astana Team,",,17:17"
2025,10,73,BartaWill,Movistar Team,",,17:17"
2025,10,74,VenturiniClément,Arkéa - B&B Hotels,",,17:17"
2025,10,75,HirschiMarc,Tudor Pro Cycling Team,18:1418:14
2025,10,76,van den BroekFrank,Team Picnic PostNL,18:5018:50
2025,10,77,TronchonBastien,Decathlon AG2R La Mondiale Team,21:0521:05
2025,10,78,TeunsDylan,Cofidis,21:3721:37
2025,10,79,García PiernaRaúl,Arkéa - B&B Hotels,22:5122:51
2025,10,80,AbrahamsenJonas,Uno-X Mobility,25:5825:58
2025,10,81,WellensTim,UAE Team Emirates - XRG,",,25:58"
2025,10,82,van AertWout,Team Visma | Lease a Bike,",,25:58"
2025,10,83,RussoClément,Groupama - FDJ,",,25:58"
2025,10,84,AsgreenKasper,EF Education - EasyPost,",,25:58"
2025,10,85,LauranceAxel,INEOS Grenadiers,",,25:58"
2025,10,86,PowlessNeilson,EF Education - EasyPost,",,25:58"
2025,10,87,StuyvenJasper,Lidl - Trek,",,25:58"
2025,10,88,MosconGianni,Red Bull - BORA - hansgrohe,",,25:58"
2025,10,89,BerckmoesJenno,Lotto,",,25:58"
2025,10,90,ChampoussinClément,XDS Astana Team,",,25:58"
2025,10,91,TeunissenMike,XDS Astana Team,",,25:58"
2025,10,92,LeknessundAndreas,Uno-X Mobility,26:2826:28
2025,10,93,PolittNils,UAE Team Emirates - XRG,26:4326:43
2025,10,94,RomeoIván,Movistar Team,27:0127:01
2025,10,95,AranburuAlex,Cofidis,",,27:01"
2025,10,96,SkujiņšToms,Lidl - Trek,28:0128:01
2025,10,97,LouvelMatis,Israel - Premier Tech,",,28:01"
2025,10,98,ArmirailBruno,Decathlon AG2R La Mondiale Team,28:0828:08
2025,10,99,TurgisAnthony,TotalEnergies,28:4428:44
2025,10,100,van der PoelMathieu,Alpecin - Deceuninck,31:1231:12
2025,10,101,RickaertJonas,Alpecin - Deceuninck,",,31:12"
2025,10,102,LutsenkoAlexey,Israel - Premier Tech,",,31:12"
2025,10,103,Van EetveltLennert,Lotto,32:4632:46
2025,10,104,RexLaurenz,Intermarché - Wanty,",,32:46"
2025,10,105,PlappLuke,Team Jayco AlUla,",,32:46"
2025,10,106,SwiftConnor,INEOS Grenadiers,",,32:46"
2025,10,107,VermeerschGianni,Alpecin - Deceuninck,",,32:46"
2025,10,108,TrentinMatteo,Tudor Pro Cycling Team,",,32:46"
2025,10,109,TouzéDamien,Cofidis,33:1433:14
2025,10,110,PenhoëtPaul,Groupama - FDJ,33:4133:41
2025,10,111,PithieLaurence,Red Bull - BORA - hansgrohe,",,33:41"
2025,10,112,BartheCyril,Groupama - FDJ,",,33:41"
2025,10,113,RutschJonas,Intermarché - Wanty,",,33:41"
2025,10,114,García CortinaIván,Movistar Team,",,33:41"
2025,10,115,CortMagnus,Uno-X Mobility,34:3934:39
2025,10,116,PageHugo,Intermarché - Wanty,34:4634:46
2025,10,117,StewartJake,Israel - Premier Tech,35:5635:56
2025,10,118,WatsonSamuel,INEOS Grenadiers,",,35:56"
2025,10,119,BoivinGuillaume,Israel - Premier Tech,",,35:56"
2025,10,120,SivakovPavel,UAE Team Emirates - XRG,",,35:56"
2025,10,121,NaesenOliver,Decathlon AG2R La Mondiale Team,",,35:56"
2025,10,122,ReindersElmar,Team Jayco AlUla,",,35:56"
2025,10,123,AffiniEdoardo,Team Visma | Lease a Bike,",,35:56"
2025,10,124,van PoppelDanny,Red Bull - BORA - hansgrohe,",,35:56"
2025,10,125,DurbridgeLuke,Team Jayco AlUla,",,35:56"
2025,10,126,AckermannPascal,Israel - Premier Tech,",,35:56"
2025,10,127,StannardRobert,Bahrain - Victorious,",,35:56"
2025,10,128,MärklNiklas,Team Picnic PostNL,",,35:56"
2025,10,129,BittnerPavel,Team Picnic PostNL,",,35:56"
2025,10,130,FlynnSean,Team Picnic PostNL,",,35:56"
2025,10,131,Paret-PeintreAurélien,Decathlon AG2R La Mondiale Team,",,35:56"
2025,10,132,LienhardFabian,Tudor Pro Cycling Team,",,35:56"
2025,10,133,DillierSilvan,Alpecin - Deceuninck,",,35:56"
2025,10,134,AndresenTobias Lund,Team Picnic PostNL,",,35:56"
2025,10,135,IzagirreIon,Cofidis,",,35:56"
2025,10,136,BraetVito,Intermarché - Wanty,",,35:56"
2025,10,137,FedorovYevgeniy,XDS Astana Team,",,35:56"
2025,10,138,FredheimStian,Uno-X Mobility,",,35:56"
2025,10,139,van SintmaartensdijkRoel,Intermarché - Wanty,",,35:56"
2025,10,140,BuitragoSantiago,Bahrain - Victorious,",,35:56"
2025,10,141,BauhausPhil,Bahrain - Victorious,",,35:56"
2025,10,142,WrightFred,Bahrain - Victorious,",,35:56"
2025,10,143,GrovesKaden,Alpecin - Deceuninck,36:2136:21
2025,10,144,NabermanTim,Team Picnic PostNL,36:5236:52
2025,10,145,van DijkeMick,Red Bull - BORA - hansgrohe,",,36:52"
2025,10,146,AlbaneseVincenzo,EF Education - EasyPost,",,36:52"
2025,10,147,ConsonniSimone,Lidl - Trek,",,36:52"
2025,10,148,CapiotAmaury,Arkéa - B&B Hotels,",,36:52"
2025,10,149,GirmayBiniam,Intermarché - Wanty,",,36:52"
2025,10,150,MilanJonathan,Lidl - Trek,",,36:52"
2025,10,151,DémareArnaud,Arkéa - B&B Hotels,",,36:52"
2025,10,152,VercherMattéo,TotalEnergies,",,36:52"
2025,10,153,GradekKamil,Bahrain - Victorious,",,36:52"
2025,10,154,AskeyLewis,Groupama - FDJ,",,36:52"
2025,10,155,Van LerbergheBert,Soudal Quick-Step,",,36:52"
2025,10,156,GroenewegenDylan,Team Jayco AlUla,",,36:52"
2025,10,157,TheunsEdward,Lidl - Trek,",,36:52"
2025,10,158,NysThibau,Lidl - Trek,",,36:52"
2025,10,159,BarréLouis,Intermarché - Wanty,",,36:52"
2025,10,160,DaineseAlberto,Tudor Pro Cycling Team,",,36:52"
2025,10,161,MerlierTim,Soudal Quick-Step,",,36:52"
2025,10,162,RenardAlexis,Cofidis,",,36:52"
2025,10,163,GrignardSébastien,Lotto,37:1337:13
2025,10,164,BalleriniDavide,XDS Astana Team,",,37:13"
2025,10,165,DriznersJarrad,Lotto,",,37:13"
2025,10,166,MohoričMatej,Bahrain - Victorious,",,37:13"
2025,10,167,De LieArnaud,Lotto,",,37:13"
2025,10,168,BolCees,XDS Astana Team,",,37:13"
2025,10,169,ThomasBenjamin,Cofidis,37:4137:41
2025,10,170,CoquardBryan,Cofidis,",,37:41"
2025,10,171,MezgecLuka,Team Jayco AlUla,37:4737:47
2025,10,172,MeeusJordi,Red Bull - BORA - hansgrohe,",,37:47"
2025,10,DNF,WærenskjoldSøren,Uno-X Mobility,
2025,10,DNS,ZimmermannGeorg,Intermarché - Wanty,
2025,10,DNS,van den BergMarijn,EF Education - EasyPost,
2025,11,1,AbrahamsenJonas,Uno-X Mobility,3:15:563:15:56
2025,11,2,SchmidMauro,Team Jayco AlUla,",,0:00"
2025,11,3,van der PoelMathieu,Alpecin - Deceuninck,0:070:07
2025,11,4,De LieArnaud,Lotto,0:530:53
2025,11,5,van AertWout,Team Visma | Lease a Bike,",,0:53"
2025,11,6,LauranceAxel,INEOS Grenadiers,",,0:53"
2025,11,7,WrightFred,Bahrain - Victorious,",,0:53"
2025,11,8,BurgaudeauMathieu,TotalEnergies,",,0:53"
2025,11,9,SimmonsQuinn,Lidl - Trek,",,0:53"
2025,11,10,BalleriniDavide,XDS Astana Team,1:111:11
2025,11,11,GrovesKaden,Alpecin - Deceuninck,3:283:28
2025,11,12,DaineseAlberto,Tudor Pro Cycling Team,",,3:28"
2025,11,13,JegatJordan,TotalEnergies,",,3:28"
2025,11,14,GrégoireRomain,Groupama - FDJ,",,3:28"
2025,11,15,VelascoSimone,XDS Astana Team,",,3:28"
2025,11,16,PacherQuentin,Groupama - FDJ,",,3:28"
2025,11,17,BarréLouis,Intermarché - Wanty,",,3:28"
2025,11,18,ChampoussinClément,XDS Astana Team,",,3:28"
2025,11,19,AranburuAlex,Cofidis,",,3:28"
2025,11,20,NarváezJhonatan,UAE Team Emirates - XRG,",,3:28"
2025,11,21,VauquelinKévin,Arkéa - B&B Hotels,",,3:28"
2025,11,22,MeurisseXandro,Alpecin - Deceuninck,",,3:28"
2025,11,23,HiguitaSergio,XDS Astana Team,",,3:28"
2025,11,24,HealyBen,EF Education - EasyPost,",,3:28"
2025,11,25,MadouasValentin,Groupama - FDJ,",,3:28"
2025,11,26,HallerMarco,Tudor Pro Cycling Team,",,3:28"
2025,11,27,van den BroekFrank,Team Picnic PostNL,",,3:28"
2025,11,28,EvenepoelRemco,Soudal Quick-Step,",,3:28"
2025,11,29,AlaphilippeJulian,Tudor Pro Cycling Team,",,3:28"
2025,11,30,RodríguezCristián,Arkéa - B&B Hotels,",,3:28"
2025,11,31,BuchmannEmanuel,Cofidis,",,3:28"
2025,11,32,GallFelix,Decathlon AG2R La Mondiale Team,",,3:28"
2025,11,33,JorgensonMatteo,Team Visma | Lease a Bike,",,3:28"
2025,11,34,MartinGuillaume,Groupama - FDJ,",,3:28"
2025,11,35,PogačarTadej,UAE Team Emirates - XRG,",,3:28"
2025,11,36,VingegaardJonas,Team Visma | Lease a Bike,",,3:28"
2025,11,37,JohannessenTobias Halland,Uno-X Mobility,",,3:28"
2025,11,38,RodríguezCarlos,INEOS Grenadiers,",,3:28"
2025,11,39,LipowitzFlorian,Red Bull - BORA - hansgrohe,",,3:28"
2025,11,40,RogličPrimož,Red Bull - BORA - hansgrohe,",,3:28"
2025,11,41,OnleyOscar,Team Picnic PostNL,",,3:28"
2025,11,42,YatesAdam,UAE Team Emirates - XRG,",,3:28"
2025,11,43,O'ConnorBen,Team Jayco AlUla,",,3:28"
2025,11,44,MasEnric,Movistar Team,",,3:28"
2025,11,45,KussSepp,Team Visma | Lease a Bike,",,3:28"
2025,11,46,Van WilderIlan,Soudal Quick-Step,",,3:28"
2025,11,47,YatesSimon,Team Visma | Lease a Bike,",,3:28"
2025,11,48,BaudinAlex,EF Education - EasyPost,",,3:28"
2025,11,49,ScotsonCallum,Decathlon AG2R La Mondiale Team,3:533:53
2025,11,50,BlackmoreJoseph,Israel - Premier Tech,",,3:53"
2025,11,51,ArensmanThymen,INEOS Grenadiers,",,3:53"
2025,11,52,VenturiniClément,Arkéa - B&B Hotels,",,3:53"
2025,11,53,PolittNils,UAE Team Emirates - XRG,",,3:53"
2025,11,54,SchachmannMaximilian,Soudal Quick-Step,",,3:53"
2025,11,55,CoquardBryan,Cofidis,",,3:53"
2025,11,56,TeunissenMike,XDS Astana Team,",,3:53"
2025,11,57,HoelgaardMarkus,Uno-X Mobility,5:305:30
2025,11,58,LeknessundAndreas,Uno-X Mobility,",,5:30"
2025,11,59,MayrhoferMarius,Tudor Pro Cycling Team,",,5:30"
2025,11,60,BartheCyril,Groupama - FDJ,",,5:30"
2025,11,61,SivakovPavel,UAE Team Emirates - XRG,5:325:32
2025,11,62,TeunsDylan,Cofidis,",,5:32"
2025,11,63,Paret-PeintreValentin,Soudal Quick-Step,",,5:32"
2025,11,64,Paret-PeintreAurélien,Decathlon AG2R La Mondiale Team,",,5:32"
2025,11,65,GirmayBiniam,Intermarché - Wanty,",,5:32"
2025,11,66,NaesenOliver,Decathlon AG2R La Mondiale Team,",,5:32"
2025,11,67,BerthetClément,Decathlon AG2R La Mondiale Team,",,5:32"
2025,11,68,TouzéDamien,Cofidis,",,5:32"
2025,11,69,GachignardThomas,TotalEnergies,",,5:32"
2025,11,70,CampenaertsVictor,Team Visma | Lease a Bike,",,5:32"
2025,11,71,StuyvenJasper,Lidl - Trek,",,5:32"
2025,11,72,CrasSteff,TotalEnergies,",,5:32"
2025,11,73,IzagirreIon,Cofidis,",,5:32"
2025,11,74,LutsenkoAlexey,Israel - Premier Tech,",,5:32"
2025,11,75,PithieLaurence,Red Bull - BORA - hansgrohe,",,5:32"
2025,11,76,BartaWill,Movistar Team,",,5:32"
2025,11,77,MosconGianni,Red Bull - BORA - hansgrohe,",,5:32"
2025,11,78,MühlbergerGregor,Movistar Team,",,5:32"
2025,11,79,ArmirailBruno,Decathlon AG2R La Mondiale Team,6:506:50
2025,11,80,AlbaneseVincenzo,EF Education - EasyPost,",,6:50"
2025,11,81,PowlessNeilson,EF Education - EasyPost,",,6:50"
2025,11,82,EenkhoornPascal,Soudal Quick-Step,9:119:11
2025,11,83,van DijkeMick,Red Bull - BORA - hansgrohe,",,9:11"
2025,11,84,MärklNiklas,Team Picnic PostNL,",,9:11"
2025,11,85,VlasovAleksandr,Red Bull - BORA - hansgrohe,",,9:11"
2025,11,86,AckermannPascal,Israel - Premier Tech,",,9:11"
2025,11,87,BarguilWarren,Team Picnic PostNL,",,9:11"
2025,11,88,ValgrenMichael,EF Education - EasyPost,",,9:11"
2025,11,89,AsgreenKasper,EF Education - EasyPost,",,9:11"
2025,11,90,Le BerreMathis,Arkéa - B&B Hotels,",,9:11"
2025,11,91,ThomasGeraint,INEOS Grenadiers,",,9:11"
2025,11,92,WoodsMichael,Israel - Premier Tech,",,9:11"
2025,11,93,SkujiņšToms,Lidl - Trek,",,9:11"
2025,11,94,SkjelmoseMattias,Lidl - Trek,",,9:11"
2025,11,95,BenootTiesj,Team Visma | Lease a Bike,",,9:11"
2025,11,96,AffiniEdoardo,Team Visma | Lease a Bike,",,9:11"
2025,11,97,SweenyHarry,EF Education - EasyPost,",,9:11"
2025,11,98,van PoppelDanny,Red Bull - BORA - hansgrohe,",,9:11"
2025,11,99,ReindersElmar,Team Jayco AlUla,",,9:11"
2025,11,100,DelettreAlexandre,TotalEnergies,",,9:11"
2025,11,101,WatsonSamuel,INEOS Grenadiers,",,9:11"
2025,11,102,GroenewegenDylan,Team Jayco AlUla,",,9:11"
2025,11,103,DurbridgeLuke,Team Jayco AlUla,",,9:11"
2025,11,104,RickaertJonas,Alpecin - Deceuninck,",,9:11"
2025,11,105,HirschiMarc,Tudor Pro Cycling Team,",,9:11"
2025,11,106,BolCees,XDS Astana Team,",,9:11"
2025,11,107,BerckmoesJenno,Lotto,",,9:11"
2025,11,108,Van MoerBrent,Lotto,",,9:11"
2025,11,109,OliveiraNelson,Movistar Team,",,9:11"
2025,11,110,SolerMarc,UAE Team Emirates - XRG,",,9:11"
2025,11,111,García PiernaRaúl,Arkéa - B&B Hotels,10:1010:10
2025,11,112,StewartJake,Israel - Premier Tech,10:3410:34
2025,11,113,TrentinMatteo,Tudor Pro Cycling Team,",,10:34"
2025,11,114,RussoClément,Groupama - FDJ,",,10:34"
2025,11,115,CortMagnus,Uno-X Mobility,",,10:34"
2025,11,116,WellensTim,UAE Team Emirates - XRG,",,10:34"
2025,11,117,AskeyLewis,Groupama - FDJ,11:0811:08
2025,11,118,JohannessenAnders Halland,Uno-X Mobility,12:3712:37
2025,11,119,VerstryngeEmiel,Alpecin - Deceuninck,",,12:37"
2025,11,120,AndresenTobias Lund,Team Picnic PostNL,",,12:37"
2025,11,121,TronchonBastien,Decathlon AG2R La Mondiale Team,12:4412:44
2025,11,122,LouvelMatis,Israel - Premier Tech,",,12:44"
2025,11,123,SepúlvedaEduardo,Lotto,",,12:44"
2025,11,124,GrignardSébastien,Lotto,12:5412:54
2025,11,125,FossTobias,INEOS Grenadiers,13:5913:59
2025,11,126,FlynnSean,Team Picnic PostNL,14:4214:42
2025,11,127,NeilandsKrists,Israel - Premier Tech,",,14:42"
2025,11,128,DillierSilvan,Alpecin - Deceuninck,15:1115:11
2025,11,129,CapiotAmaury,Arkéa - B&B Hotels,",,15:11"
2025,11,130,DémareArnaud,Arkéa - B&B Hotels,",,15:11"
2025,11,131,RutschJonas,Intermarché - Wanty,",,15:11"
2025,11,132,MilanJonathan,Lidl - Trek,",,15:11"
2025,11,133,García CortinaIván,Movistar Team,",,15:11"
2025,11,134,NysThibau,Lidl - Trek,",,15:11"
2025,11,135,ConsonniSimone,Lidl - Trek,",,15:11"
2025,11,136,RenardAlexis,Cofidis,",,15:11"
2025,11,137,CostiouEwen,Arkéa - B&B Hotels,",,15:11"
2025,11,138,BuitragoSantiago,Bahrain - Victorious,",,15:11"
2025,11,139,MezgecLuka,Team Jayco AlUla,",,15:11"
2025,11,140,DriznersJarrad,Lotto,",,15:11"
